Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
551,5.51,0.455385,0.841855,0.084045,0.431898,1.316016,-0.10972,0.452464,0.788676,0.132676,0.465378,0.667994,0.150744,0.471799,0.594736,0.162481,0.042922,0.07184,0.134133,0.07382,0.099538,0.134813,0.120558,0.059981,0.131638,-0.065613,0.056003,0.135949,0.053773,0.310913,0.172857,0.048183,0.404186,0.177072,0.05169,0.328379,0.174731,0.061446,0.200175,0.166768,0.247619,0.547299,0.169979,0.347742,0.567082,0.168397,0.244638,0.548684,0.170571,0.150476,0.526131,0.170968
552,5.52,0.455405,0.841787,0.083995,0.431984,1.31589,-0.10992,0.452458,0.78862,0.132638,0.465377,0.667945,0.150749,0.471801,0.594692,0.162511,0.042935,0.07186,0.134165,0.073835,0.099556,0.134822,0.12057,0.059994,0.131664,-0.0656,0.056031,0.136008,0.053769,0.310895,0.172868,0.048177,0.404167,0.177089,0.051699,0.328361,0.174755,0.061432,0.200158,0.166759,0.24764,0.547311,0.170013,0.347761,0.567103,0.168424,0.244659,0.548695,0.170611,0.150499,0.526135,0.171005
553,5.53,0.455422,0.841771,0.084046,0.43203,1.315908,-0.109789,0.452466,0.788596,0.132679,0.465384,0.667917,0.150771,0.471807,0.594662,0.162522,0.042929,0.07185,0.134158,0.07383,0.099545,0.134809,0.120564,0.059981,0.131675,-0.065607,0.056023,0.135989,0.053781,0.310894,0.172874,0.048186,0.404166,0.177084,0.051718,0.32836,0.174766,0.061438,0.200156,0.166772,0.247651,0.547308,0.170012,0.347773,0.567101,0.168438,0.244669,0.548696,0.170594,0.150512,0.526127,0.171005
554,5.54,0.455398,0.841858,0.084271,0.431866,1.31618,-0.109095,0.452509,0.788641,0.132862,0.465404,0.66794,0.150821,0.471814,0.594671,0.162494,0.042938,0.071882,0.134197,0.073843,0.099571,0.134913,0.120571,0.060007,0.131672,-0.0656,0.056069,0.136008,0.053795,0.310916,0.172904,0.048193,0.404188,0.177116,0.051733,0.328382,0.174799,0.061458,0.200179,0.166796,0.247659,0.547289,0.170007,0.347782,0.567077,0.168428,0.244678,0.548676,0.170594,0.150518,0.526114,0.170999
555,5.55,0.455405,0.841841,0.084279,0.43187,1.316151,-0.109115,0.45251,0.788626,0.132872,0.465413,0.667928,0.15084,0.471828,0.59466,0.162518,0.042921,0.071834,0.134169,0.073822,0.099528,0.134891,0.120556,0.059971,0.131661,-0.065615,0.056005,0.135957,0.053847,0.310862,0.172964,0.048328,0.404135,0.177261,0.051751,0.328327,0.174828,0.061461,0.200124,0.166803,0.247666,0.54728,0.170023,0.347788,0.567069,0.168443,0.244685,0.548664,0.170619,0.150524,0.526106,0.171008
556,5.56,0.455479,0.841764,0.08412,0.432184,1.315947,-0.109612,0.45249,0.788576,0.132738,0.46541,0.667895,0.150809,0.471834,0.594637,0.162547,0.042903,0.071782,0.134112,0.073794,0.099487,0.134783,0.120543,0.059938,0.13167,-0.065629,0.05592,0.135883,0.053869,0.310844,0.172945,0.048353,0.404117,0.177238,0.051765,0.328309,0.174799,0.061488,0.200106,0.166798,0.247667,0.547277,0.170043,0.34779,0.567061,0.168471,0.244685,0.548665,0.170627,0.150525,0.526106,0.171032
557,5.57,0.45555,0.841765,0.084136,0.432443,1.315943,-0.109633,0.452499,0.788577,0.132749,0.465417,0.667899,0.150841,0.471839,0.594643,0.162588,0.042905,0.071793,0.134106,0.073798,0.099497,0.134731,0.120544,0.059939,0.131683,-0.065628,0.055942,0.135902,0.053831,0.3109,0.17293,0.048234,0.404171,0.177151,0.051765,0.328365,0.174822,0.061494,0.200162,0.166815,0.247672,0.547282,0.170066,0.347795,0.56707,0.168493,0.24469,0.548671,0.170646,0.150532,0.526105,0.171059
558,5.58,0.455586,0.84178,0.084162,0.432555,1.315986,-0.109548,0.452508,0.788583,0.132765,0.465429,0.667904,0.150846,0.471851,0.594647,0.162586,0.042929,0.071836,0.134158,0.07383,0.09953,0.134831,0.120565,0.059968,0.131677,-0.065607,0.056009,0.135966,0.053818,0.310905,0.172965,0.048218,0.404177,0.177191,0.051762,0.328371,0.174868,0.061475,0.200169,0.166835,0.247679,0.547284,0.170078,0.347799,0.567085,0.168502,0.244697,0.548671,0.170665,0.15054,0.526097,0.171068
559,5.59,0.455611,0.841785,0.084145,0.432636,1.315981,-0.109597,0.452511,0.78859,0.132748,0.465436,0.667913,0.150842,0.471861,0.594657,0.162588,0.042945,0.071859,0.134195,0.073835,0.099563,0.134927,0.120585,0.060023,0.131723,-0.065586,0.05599,0.135934,0.053833,0.310876,0.172933,0.048245,0.404148,0.177157,0.051765,0.328341,0.174822,0.06149,0.200138,0.16682,0.247668,0.547281,0.170105,0.347787,0.567085,0.168493,0.244689,0.548655,0.170737,0.150527,0.526105,0.171084
560,5.6,0.45561,0.841827,0.084268,0.432608,1.316087,-0.109312,0.452541,0.788619,0.132858,0.465441,0.667932,0.150903,0.471851,0.59467,0.162621,0.04292,0.07182,0.134147,0.073812,0.099525,0.13482,0.12056,0.059975,0.131702,-0.065612,0.055961,0.135921,0.053837,0.310881,0.17295,0.048252,0.404153,0.177186,0.051764,0.328347,0.174836,0.061494,0.200144,0.166827,0.247663,0.547267,0.170104,0.347783,0.567063,0.168477,0.244686,0.548638,0.170749,0.15052,0.526102,0.171087
561,5.61,0.456808,0.841906,0.084622,0.43726,1.316676,-0.108087,0.452574,0.78853,0.132939,0.465498,0.667845,0.150981,0.471902,0.594575,0.162656,0.0429,0.071793,0.134108,0.073799,0.099491,0.134735,0.120537,0.059927,0.131654,-0.065635,0.05596,0.135935,0.053833,0.310879,0.172945,0.048251,0.40415,0.177182,0.051763,0.328344,0.174834,0.061484,0.200141,0.166818,0.247659,0.547259,0.170105,0.347779,0.567055,0.168493,0.244681,0.548631,0.170743,0.150516,0.526091,0.171078
562,5.62,0.456787,0.841862,0.084537,0.437218,1.31655,-0.10837,0.452543,0.788504,0.132874,0.465485,0.667829,0.15097,0.471899,0.594566,0.162676,0.042909,0.0718,0.134108,0.073808,0.099496,0.134777,0.120545,0.059937,0.131626,-0.065626,0.055965,0.135921,0.053865,0.310825,0.172968,0.048356,0.404098,0.177272,0.05177,0.32829,0.174832,0.061469,0.200087,0.1668,0.247658,0.547255,0.17011,0.347779,0.567052,0.168521,0.24468,0.54863,0.170738,0.150516,0.526084,0.171072
563,5.63,0.455731,0.841735,0.084287,0.432938,1.315973,-0.109372,0.452546,0.788524,0.132867,0.4655,0.66785,0.150957,0.471941,0.594594,0.162698,0.042911,0.071801,0.134116,0.073814,0.099493,0.134792,0.120545,0.059928,0.131627,-0.065626,0.055982,0.135927,0.053846,0.310837,0.172981,0.048314,0.404109,0.177289,0.051758,0.328302,0.174857,0.061466,0.200101,0.166798,0.247658,0.547248,0.170107,0.347779,0.567044,0.168508,0.244681,0.548617,0.170756,0.150515,0.526084,0.171056
564,5.64,0.455973,0.841767,0.084547,0.433716,1.31623,-0.108623,0.452608,0.788494,0.133046,0.465565,0.667806,0.151043,0.472004,0.59454,0.162722,0.042925,0.071827,0.134158,0.073831,0.099514,0.134885,0.120557,0.05995,0.131637,-0.065614,0.056019,0.135953,0.053793,0.31088,0.172938,0.048184,0.40415,0.177163,0.051738,0.328345,0.174843,0.061456,0.200143,0.166808,0.247656,0.54724,0.170106,0.347775,0.567045,0.168517,0.244679,0.548605,0.170763,0.150514,0.526069,0.171037
565,5.65,0.456122,0.841763,0.084607,0.434335,1.316286,-0.108468,0.452606,0.788469,0.133073,0.465558,0.667781,0.151074,0.471991,0.594514,0.162749,0.042927,0.071812,0.134149,0.073831,0.099501,0.134877,0.12056,0.05994,0.131628,-0.065611,0.055995,0.135942,0.053775,0.310923,0.172944,0.048184,0.404195,0.17716,0.051726,0.328389,0.174849,0.061416,0.200185,0.166822,0.247653,0.547248,0.170112,0.347771,0.567058,0.168535,0.244675,0.548617,0.170758,0.150512,0.52607,0.171041
566,5.66,0.456165,0.841689,0.084484,0.434536,1.31611,-0.108859,0.452583,0.788417,0.13297,0.46555,0.667743,0.151052,0.471991,0.594485,0.162774,0.042907,0.071787,0.134113,0.073807,0.099483,0.134771,0.120542,0.05992,0.131644,-0.065629,0.055959,0.135926,0.053776,0.310929,0.172934,0.048185,0.4042,0.177171,0.051726,0.328395,0.174843,0.061418,0.200192,0.166789,0.247647,0.54725,0.170128,0.347768,0.567047,0.168553,0.244668,0.548624,0.17076,0.150504,0.52608,0.171071
567,5.67,0.456134,0.841696,0.08451,0.434423,1.316128,-0.108799,0.452583,0.788424,0.132997,0.465546,0.667746,0.151064,0.471985,0.594487,0.162778,0.042902,0.071795,0.134123,0.073802,0.09949,0.134781,0.120537,0.059926,0.131647,-0.065634,0.055967,0.135943,0.053778,0.310901,0.172918,0.048179,0.404171,0.17716,0.05172,0.328366,0.174822,0.061437,0.200165,0.166773,0.24764,0.547222,0.170132,0.347766,0.566998,0.168576,0.244661,0.5486,0.170752,0.150494,0.526069,0.171068
568,5.68,0.458184,0.841913,0.085102,0.442334,1.317133,-0.106836,0.45254,0.788354,0.133072,0.465678,0.667711,0.151237,0.472185,0.594454,0.162933,0.042906,0.071789,0.134105,0.073806,0.099486,0.134742,0.120542,0.059923,0.131629,-0.065628,0.055957,0.135942,0.053769,0.310893,0.172904,0.048167,0.404164,0.177137,0.051708,0.328358,0.174804,0.061431,0.200156,0.166772,0.247644,0.547221,0.170137,0.34777,0.566994,0.168574,0.244666,0.548595,0.170771,0.150496,0.526075,0.171064
569,5.69,0.458309,0.84189,0.085268,0.442467,1.317204,-0.106437,0.452555,0.788292,0.133181,0.465818,0.667659,0.151326,0.472398,0.594406,0.163003,0.042904,0.071788,0.134092,0.073803,0.099486,0.134734,0.120541,0.059925,0.131616,-0.06563,0.055953,0.135927,0.053771,0.310895,0.172913,0.048174,0.404165,0.177151,0.051712,0.32836,0.174815,0.061426,0.200158,0.166774,0.247653,0.547236,0.170155,0.347778,0.567014,0.168588,0.244675,0.548611,0.170786,0.150506,0.526085,0.171089
570,5.7,0.457579,0.841771,0.085036,0.439529,1.316769,-0.107255,0.452563,0.788279,0.133151,0.465819,0.667643,0.151278,0.472407,0.594393,0.162972,0.042898,0.071796,0.13411,0.073798,0.099493,0.134742,0.120534,0.059928,0.131637,-0.065637,0.055968,0.13595,0.053777,0.310902,0.172931,0.048181,0.404173,0.177173,0.051716,0.328367,0.174831,0.061435,0.200166,0.166788,0.247651,0.547218,0.170157,0.347778,0.566982,0.1686,0.244672,0.548594,0.170784,0.150502,0.526078,0.171087
571,5.71,0.459358,0.841977,0.085397,0.446672,1.317639,-0.105678,0.452537,0.788249,0.133025,0.465822,0.667635,0.151271,0.472399,0.594384,0.16297,0.042905,0.071799,0.134129,0.073805,0.099496,0.134789,0.120541,0.059935,0.131649,-0.065629,0.055966,0.135949,0.053831,0.310847,0.172982,0.048317,0.40412,0.177284,0.051732,0.328312,0.174842,0.061444,0.200109,0.166821,0.247649,0.547207,0.170169,0.347778,0.566965,0.168609,0.244672,0.54858,0.170806,0.150498,0.526076,0.171094
572,5.72,0.461845,0.842479,0.086413,0.456946,1.319452,-0.101729,0.45256,0.788342,0.133151,0.465708,0.667702,0.151331,0.472167,0.59442,0.162897,0.042912,0.071779,0.134134,0.073804,0.099481,0.134845,0.120551,0.059935,0.131671,-0.065621,0.055921,0.135886,0.053837,0.310847,0.173,0.048324,0.40412,0.177301,0.051737,0.328313,0.17486,0.061449,0.200109,0.16684,0.24766,0.54721,0.170185,0.347787,0.566973,0.168622,0.244683,0.54858,0.170831,0.150509,0.526077,0.171102
573,5.73,0.460035,0.842269,0.086076,0.449765,1.318533,-0.103639,0.45255,0.788382,0.133423,0.465677,0.667721,0.15148,0.472148,0.59444,0.16304,0.04291,0.071776,0.134131,0.073812,0.099469,0.134818,0.120545,0.059908,0.131642,-0.065626,0.055951,0.135934,0.053795,0.310899,0.172983,0.048203,0.40417,0.177226,0.05173,0.328364,0.174879,0.061454,0.200163,0.166843,0.247669,0.547204,0.170187,0.347796,0.566971,0.168643,0.244692,0.548575,0.170831,0.150519,0.526067,0.171087
574,5.74,0.457619,0.841783,0.085104,0.439636,1.316802,-0.107142,0.452578,0.788285,0.133209,0.465836,0.667648,0.151331,0.472426,0.594397,0.16302,0.042912,0.071786,0.134144,0.073825,0.099467,0.134813,0.120541,0.059887,0.131612,-0.065629,0.056003,0.136007,0.0538,0.310904,0.173007,0.048208,0.404175,0.177259,0.051735,0.328369,0.174905,0.061456,0.200168,0.166858,0.247673,0.547198,0.170187,0.347801,0.566959,0.168643,0.244695,0.548571,0.170822,0.150522,0.526063,0.171097
575,5.75,0.457774,0.841794,0.085125,0.440242,1.316861,-0.107044,0.452589,0.788279,0.133195,0.465841,0.667643,0.151328,0.472425,0.594393,0.163019,0.04292,0.07181,0.134177,0.073826,0.099498,0.134836,0.120552,0.059927,0.131667,-0.065619,0.056004,0.136028,0.053803,0.310906,0.173026,0.048215,0.404177,0.177272,0.051738,0.328371,0.174922,0.061458,0.200169,0.166885,0.247684,0.547207,0.17022,0.347812,0.566973,0.168716,0.244704,0.548588,0.170829,0.150536,0.526061,0.171114
576,5.76,0.456352,0.841603,0.084777,0.434515,1.31608,-0.108405,0.452612,0.788288,0.133204,0.465842,0.667644,0.151296,0.472437,0.594399,0.163015,0.042922,0.071824,0.134185,0.073829,0.099511,0.134867,0.120554,0.059941,0.131652,-0.065616,0.056019,0.136034,0.053851,0.310834,0.173058,0.048344,0.404106,0.177389,0.051747,0.328298,0.174917,0.061463,0.200097,0.166867,0.247681,0.547202,0.170221,0.34781,0.566966,0.168711,0.244702,0.548581,0.170835,0.150533,0.526058,0.171117
577,5.77,0.456018,0.841609,0.08462,0.433395,1.315914,-0.108893,0.452592,0.788353,0.133135,0.46576,0.667705,0.151248,0.472324,0.594461,0.162991,0.042925,0.071819,0.134191,0.073837,0.0995,0.134906,0.120554,0.059927,0.131637,-0.065616,0.05603,0.136029,0.053855,0.310826,0.173045,0.048342,0.404097,0.177388,0.051748,0.32829,0.174905,0.061474,0.200091,0.166843,0.247667,0.547189,0.1702,0.347797,0.566941,0.168624,0.24469,0.548562,0.170841,0.150514,0.526065,0.171136
578,5.78,0.455971,0.841679,0.084644,0.433367,1.316029,-0.108761,0.4526,0.78842,0.133159,0.465697,0.667758,0.151229,0.47222,0.594507,0.162949,0.042926,0.071813,0.134188,0.07383,0.099501,0.134902,0.120558,0.059938,0.131662,-0.065612,0.055998,0.136,0.053821,0.310877,0.173017,0.04822,0.404147,0.177264,0.051757,0.328342,0.174916,0.061485,0.200142,0.16687,0.247683,0.547205,0.170235,0.347808,0.566987,0.168712,0.244704,0.548581,0.170858,0.150538,0.526047,0.171134
579,5.79,0.455987,0.841665,0.084649,0.433386,1.316016,-0.108755,0.452615,0.788406,0.133164,0.465713,0.667744,0.151233,0.472235,0.594493,0.162953,0.04292,0.071798,0.134171,0.073825,0.099488,0.134857,0.120552,0.059921,0.131654,-0.065618,0.055986,0.136001,0.053821,0.310866,0.173012,0.048213,0.404135,0.177258,0.051771,0.328331,0.174926,0.061478,0.20013,0.166854,0.247714,0.547224,0.170271,0.347831,0.567045,0.168795,0.244734,0.5486,0.170889,0.150577,0.526026,0.171128
580,5.8,0.455992,0.841668,0.084663,0.433382,1.316025,-0.108727,0.452626,0.788409,0.133178,0.465719,0.667746,0.151242,0.47224,0.594494,0.162959,0.042914,0.071803,0.134171,0.073818,0.099494,0.134838,0.120547,0.059926,0.131682,-0.065624,0.055989,0.135993,0.053815,0.310876,0.173026,0.048211,0.404146,0.177281,0.051759,0.328341,0.174935,0.061475,0.200142,0.166862,0.247726,0.547236,0.170291,0.347844,0.567056,0.16883,0.244744,0.548618,0.170889,0.150589,0.526034,0.171153
581,5.81,0.456003,0.841677,0.084659,0.433399,1.316011,-0.108785,0.452642,0.788424,0.133181,0.465727,0.667762,0.151258,0.472243,0.59451,0.162983,0.042907,0.071794,0.134141,0.073808,0.099489,0.134779,0.120542,0.059922,0.131671,-0.065629,0.055971,0.135974,0.053822,0.310887,0.173038,0.048221,0.404157,0.177301,0.051755,0.328352,0.174937,0.061491,0.200153,0.166876,0.247716,0.547211,0.17027,0.347843,0.566984,0.168763,0.244735,0.548595,0.170865,0.150571,0.526053,0.171183
582,5.82,0.456012,0.84168,0.084659,0.433425,1.316009,-0.108799,0.452657,0.788429,0.133185,0.465729,0.667766,0.151263,0.472237,0.594514,0.162989,0.042912,0.07178,0.13414,0.073821,0.099466,0.134787,0.120543,0.05989,0.131626,-0.065627,0.055984,0.136008,0.053828,0.310891,0.173038,0.048222,0.40416,0.177295,0.051771,0.328356,0.174947,0.061492,0.200157,0.166873,0.247718,0.547186,0.17027,0.34785,0.566932,0.168756,0.244738,0.54857,0.17087,0.150567,0.526055,0.171185
583,5.83,0.456014,0.841662,0.084666,0.433425,1.315998,-0.108777,0.452663,0.78841,0.13319,0.465731,0.667746,0.151264,0.472237,0.594493,0.162987,0.042912,0.071775,0.134145,0.073818,0.099465,0.13482,0.120545,0.059896,0.131634,-0.065626,0.055965,0.135982,0.05383,0.310896,0.173042,0.048233,0.404166,0.177307,0.051766,0.328361,0.174945,0.061491,0.200162,0.166875,0.24773,0.547203,0.170315,0.347861,0.566963,0.168878,0.244748,0.548591,0.170898,0.150582,0.526056,0.17117
584,5.84,0.456018,0.841654,0.084656,0.433424,1.315974,-0.108826,0.452665,0.788406,0.133184,0.465737,0.667744,0.151268,0.472246,0.594492,0.162998,0.042906,0.071775,0.134133,0.073811,0.099465,0.134823,0.120539,0.059899,0.131619,-0.065631,0.055962,0.135959,0.053832,0.310895,0.173029,0.048245,0.404164,0.177303,0.051755,0.328359,0.174918,0.061496,0.20016,0.166865,0.247733,0.547203,0.170332,0.34786,0.566979,0.168903,0.244751,0.548589,0.17092,0.150588,0.526043,0.171171
585,5.85,0.456018,0.841675,0.084673,0.433396,1.315999,-0.108796,0.452672,0.788426,0.133201,0.465747,0.667763,0.15128,0.472257,0.594512,0.163007,0.042912,0.071797,0.134143,0.073818,0.099484,0.134828,0.120544,0.059915,0.131627,-0.065627,0.05599,0.135973,0.053837,0.310895,0.173028,0.048248,0.404165,0.177297,0.051766,0.32836,0.174923,0.061496,0.20016,0.166864,0.247737,0.547197,0.170328,0.347864,0.566976,0.168904,0.244755,0.548585,0.170906,0.150593,0.526029,0.171176
586,5.86,0.456015,0.841683,0.084704,0.433365,1.316012,-0.108747,0.452675,0.788432,0.13323,0.465754,0.667769,0.151304,0.472267,0.594517,0.163028,0.04291,0.071798,0.134132,0.073815,0.099489,0.134766,0.120543,0.059916,0.131646,-0.065628,0.055988,0.135983,0.05383,0.310894,0.173027,0.048241,0.404164,0.177301,0.051764,0.328359,0.174927,0.061486,0.20016,0.166854,0.24774,0.547191,0.170328,0.347868,0.566961,0.168901,0.244758,0.548578,0.170912,0.150594,0.526035,0.171171
587,5.87,0.456011,0.841664,0.084705,0.433348,1.316,-0.108731,0.452676,0.788413,0.13323,0.465754,0.667748,0.151299,0.472266,0.594496,0.16302,0.042904,0.071787,0.134122,0.073814,0.099472,0.134749,0.120534,0.059889,0.131615,-0.065637,0.056001,0.136001,0.053822,0.310887,0.173029,0.048241,0.404157,0.177305,0.051758,0.328352,0.17493,0.061468,0.200152,0.166853,0.247744,0.54719,0.170329,0.347871,0.566962,0.16889,0.244763,0.548572,0.17093,0.150597,0.526036,0.171168
588,5.88,0.456005,0.841661,0.084715,0.43332,1.316001,-0.108707,0.452677,0.788409,0.133239,0.465755,0.667744,0.151304,0.472267,0.594491,0.163023,0.042897,0.071777,0.1341,0.073803,0.099467,0.134737,0.12053,0.059894,0.131613,-0.065641,0.055969,0.135949,0.053828,0.310894,0.173051,0.048253,0.404165,0.177332,0.051756,0.328359,0.174946,0.061474,0.200159,0.166876,0.247762,0.54719,0.170308,0.347889,0.566964,0.168888,0.244777,0.548586,0.170858,0.150618,0.526021,0.171177
589,5.89,0.455992,0.841673,0.084739,0.433271,1.316017,-0.10867,0.452672,0.78842,0.133263,0.465754,0.667755,0.151323,0.472269,0.594502,0.163039,0.042918,0.071815,0.134127,0.073817,0.099511,0.134809,0.120554,0.059953,0.131644,-0.065617,0.05598,0.135927,0.053887,0.310856,0.173091,0.048387,0.404128,0.177434,0.05178,0.32832,0.174947,0.061496,0.20012,0.166891,0.247767,0.547206,0.170337,0.347893,0.56699,0.168937,0.244781,0.548604,0.170872,0.150626,0.526022,0.171202
590,5.9,0.455978,0.841669,0.084748,0.43322,1.316014,-0.108651,0.452669,0.788415,0.133272,0.465753,0.667749,0.151328,0.472269,0.594496,0.163042,0.042918,0.07182,0.134123,0.073816,0.099517,0.134808,0.120554,0.059959,0.131647,-0.065617,0.055984,0.135914,0.0539,0.310852,0.173088,0.048402,0.404124,0.177434,0.051798,0.328316,0.17495,0.061499,0.200116,0.166879,0.24776,0.547218,0.170382,0.347881,0.567026,0.168996,0.244776,0.548608,0.17095,0.150622,0.526021,0.1712
591,5.91,0.455969,0.841662,0.084746,0.433175,1.316002,-0.108663,0.452671,0.78841,0.133273,0.465756,0.667745,0.151329,0.472274,0.594492,0.163043,0.042901,0.07179,0.134093,0.073795,0.099492,0.134745,0.120539,0.059936,0.131643,-0.065632,0.055942,0.13589,0.05388,0.31085,0.173101,0.048374,0.404121,0.177462,0.05178,0.328314,0.174969,0.061486,0.200115,0.166871,0.247751,0.547203,0.170362,0.347875,0.567,0.168957,0.244768,0.548591,0.170939,0.150611,0.526019,0.171191
592,5.92,0.455955,0.841662,0.084733,0.433136,1.316,-0.108679,0.452669,0.788412,0.133262,0.465751,0.667746,0.151317,0.472266,0.594492,0.163031,0.042907,0.071798,0.1341,0.073804,0.099498,0.13473,0.120544,0.059938,0.131637,-0.065627,0.055959,0.135933,0.053921,0.310773,0.173125,0.048497,0.404045,0.177558,0.051785,0.328237,0.174952,0.061481,0.200037,0.166865,0.247739,0.547196,0.170348,0.347865,0.566979,0.168898,0.244758,0.548577,0.170952,0.150595,0.526031,0.171195
593,5.93,0.455924,0.841683,0.084744,0.433038,1.316029,-0.108638,0.452661,0.788431,0.133274,0.465741,0.667762,0.151317,0.472255,0.594508,0.163024,0.042911,0.071804,0.134122,0.073812,0.099499,0.134767,0.120546,0.059933,0.131645,-0.065625,0.05598,0.135955,0.053932,0.310759,0.173109,0.048514,0.404033,0.177513,0.051799,0.328224,0.174933,0.061482,0.20002,0.166881,0.247743,0.547196,0.170352,0.347866,0.566992,0.168926,0.244761,0.548577,0.170954,0.1506,0.52602,0.171176
594,5.94,0.455886,0.841686,0.084799,0.432862,1.316075,-0.108464,0.452652,0.788423,0.133317,0.465752,0.667752,0.151326,0.472279,0.594495,0.163014,0.042914,0.071813,0.134155,0.073815,0.099507,0.134846,0.120549,0.059945,0.131662,-0.065622,0.055988,0.135957,0.053887,0.310823,0.173092,0.048388,0.404096,0.177418,0.051783,0.328288,0.174949,0.061489,0.200085,0.16691,0.247741,0.547189,0.170352,0.347867,0.566974,0.168933,0.244759,0.548575,0.170935,0.150598,0.526017,0.171188
595,5.95,0.45586,0.841667,0.084855,0.432738,1.316093,-0.108306,0.452642,0.788394,0.133364,0.465761,0.667721,0.151345,0.472299,0.594463,0.163017,0.042907,0.071799,0.134119,0.073805,0.099496,0.134779,0.120543,0.059936,0.131646,-0.065628,0.055966,0.135931,0.053882,0.31083,0.173089,0.048377,0.404102,0.177422,0.051776,0.328295,0.174947,0.061492,0.200093,0.166897,0.247742,0.547182,0.170351,0.347869,0.566964,0.168938,0.244759,0.548573,0.170917,0.1506,0.526009,0.171198
596,5.96,0.455836,0.841658,0.084865,0.43268,1.316103,-0.108241,0.452629,0.788379,0.133369,0.465749,0.667704,0.151335,0.472288,0.594445,0.162998,0.042906,0.07181,0.134108,0.073802,0.099511,0.134728,0.120544,0.05995,0.131665,-0.065627,0.055968,0.13593,0.053884,0.310838,0.173101,0.048385,0.40411,0.177437,0.051779,0.328302,0.174959,0.061488,0.200101,0.166908,0.247738,0.547186,0.17035,0.347862,0.566975,0.168937,0.244755,0.548573,0.170928,0.150596,0.526008,0.171186
597,5.97,0.455827,0.841659,0.084846,0.432658,1.31611,-0.108247,0.452622,0.788379,0.133349,0.465744,0.667704,0.151311,0.472284,0.594444,0.162972,0.042918,0.071841,0.134141,0.073813,0.099541,0.134795,0.120555,0.059985,0.131676,-0.065615,0.055995,0.135952,0.053835,0.310905,0.173081,0.048247,0.404176,0.177337,0.051766,0.32837,0.174975,0.061491,0.20017,0.16693,0.247727,0.547188,0.170342,0.347853,0.566967,0.168889,0.244746,0.54857,0.170942,0.150581,0.526027,0.171195
598,5.98,0.455823,0.841666,0.084853,0.432631,1.316112,-0.108247,0.452615,0.788386,0.133356,0.465748,0.667712,0.151321,0.472296,0.594453,0.162983,0.04292,0.071823,0.134149,0.073819,0.099519,0.134836,0.120556,0.059961,0.13165,-0.065615,0.055989,0.135959,0.053832,0.310903,0.173068,0.048248,0.404174,0.177329,0.051763,0.328368,0.174962,0.061485,0.200168,0.166911,0.247736,0.547194,0.170348,0.347863,0.566966,0.168906,0.244754,0.548579,0.170939,0.150589,0.526037,0.1712
599,5.99,0.455806,0.841662,0.084869,0.432586,1.316117,-0.108208,0.452604,0.78838,0.133369,0.465742,0.667706,0.151328,0.472292,0.594447,0.162986,0.04291,0.07178,0.13412,0.073812,0.099473,0.134798,0.120544,0.05991,0.131617,-0.065627,0.055958,0.135945,0.053835,0.310887,0.173059,0.048248,0.404157,0.177329,0.051773,0.328352,0.174962,0.061482,0.200152,0.166885,0.247748,0.547195,0.170367,0.347873,0.566982,0.168961,0.244765,0.548582,0.170949,0.150605,0.526021,0.17119
600,6,0.455792,0.841657,0.084858,0.432553,1.31611,-0.108221,0.452597,0.788375,0.13336,0.465734,0.667701,0.151318,0.472284,0.594442,0.162976,0.042905,0.071776,0.134115,0.073803,0.099474,0.13478,0.120541,0.059914,0.131634,-0.06563,0.055941,0.135932,0.053833,0.310879,0.173046,0.04825,0.404149,0.177324,0.051768,0.328344,0.174948,0.061481,0.200145,0.166868,0.247745,0.547195,0.170358,0.34787,0.566986,0.168941,0.244763,0.548579,0.170949,0.150603,0.526019,0.171185
601,6.01,0.455787,0.841653,0.084847,0.432553,1.316083,-0.108289,0.452589,0.788377,0.133354,0.465727,0.667705,0.151327,0.472277,0.594447,0.162994,0.042908,0.071799,0.134142,0.073812,0.099492,0.134775,0.120542,0.059921,0.13166,-0.065629,0.055985,0.135992,0.053829,0.31089,0.173042,0.048246,0.40416,0.17732,0.051757,0.328355,0.174937,0.061485,0.200156,0.16687,0.247735,0.547191,0.170332,0.347861,0.566973,0.168892,0.244753,0.548576,0.17092,0.150591,0.526023,0.171183
602,6.02,0.455772,0.841652,0.084886,0.432524,1.316103,-0.108196,0.452571,0.788369,0.133386,0.465719,0.667696,0.151347,0.472275,0.594438,0.163006,0.042918,0.071818,0.134166,0.073827,0.099504,0.134804,0.120549,0.059926,0.13165,-0.065621,0.056024,0.136044,0.053827,0.310893,0.173053,0.048242,0.404164,0.177318,0.051758,0.328358,0.174949,0.061482,0.200158,0.166893,0.247723,0.547177,0.170327,0.347848,0.566962,0.168912,0.24474,0.548564,0.170908,0.15058,0.526005,0.171162
